	hemoglobin	name	weight	smoker	erytrocyty	alt	er-cv	etytr	alp	hbver	ast	hematokrit	leukocyty	indicator	trombocyty	ssn	relationship
5740	6.89619	Jeffrey Smith	88.34124	no	6.68234	3.45947	36.44052	7.25660	80.20894	5.77861	64.83982	6.81834	8.44233	1.00000	6.81001	210-23-8327	separated
5741	3.90277	Danielle Fisher	101.21045	no	6.33949	3.43506	48.03879	6.60198	23.94066	5.51657	69.73830	8.63326	6.88526	1.00000	6.31580	456-04-2155	married
5742	5.31326	Sherri Walker	93.03639	no	6.81984	3.04798	75.98286	8.41808	65.44210	7.47507	46.11769	6.50748	6.72503	0.00000	7.11608	753-53-4237	divoced
5743	5.75644	George Wall	63.42858	no	6.23553	2.87625	50.25369	3.17521	78.43219	7.61518	60.59604	6.97764	7.10226	0.00000	6.27704	852-04-8700	married
5744	7.99006	Courtney Cooper	106.85219	no	5.68505	2.26169	60.62993	6.89699	36.10731	8.06897	45.43694	5.50982	6.14246	1.00000	6.97743	650-84-3667	married
5745	5.03057	James Velez MD	128.33017	no	6.55076	2.10683	48.01780	8.94880	59.70491	7.88947	59.14468	5.80977	7.25541	0.00000	7.75098	427-54-6531	married
5746	2.47334	Neil Clayton	8.14776	Y	6.52529		34.37415	8.41325	22.06826	6.95358	73.78732	7.08701	7.35326	1.00000	8.24130	473-88-1424	widowed
5747	5.62769	Alyssa Nguyen	50.28580	no	8.40995	10.12890	40.49074	9.14746	79.14975	7.46407	55.76573	6.47782	7.03571	0.00000	6.46035	214-32-1622	married
5748	7.28810	Elijah Martin	58.31139	Y	5.53278	1.75540	31.52376	4.85017	72.81555	6.80179	45.23030	6.44198	7.58104	1.00000	4.89533	455-32-9405	divoced
5749	7.05843	Nicholas Smith	76.84559	Y	9.56660	22.95566	49.97601	5.26635	75.71521	6.24615	69.68056	7.66449	7.07855	1.00000	5.71123	249-39-2293	divoced
5750	5.89997	Pamela Ali	91.50964	no	7.69607	5.39893	64.53642	7.23518	79.99072	6.59211	63.91405	6.04993	7.11415	0.00000	6.10756	277-65-6946	widowed
5751	5.99378	Brooke Macdonald	70.29181	Y	8.21890	8.51299	55.29876	6.02125	90.86350	6.46034	67.05993	7.39642	7.75021	1.00000	7.86693	101-04-7314	nop
5752	6.62333	David Schroeder	61.88695	no	5.79151	2.53762	50.76661	7.66443	83.37922	9.63342	68.49600	7.00064	5.22946	0.00000	4.34401	665-29-1236	widowed
5753	9.46521	Kimberly Bishop	79.51759	no	7.92709	6.12369	46.59220	10.98997	6.84377	4.72323	60.41348	6.80389	5.85678	0.00000	5.37375	810-17-0536	divoced
5754	6.92795	Nancy Jacobs	46.53294	N	5.46954	2.69745	53.75409	4.87122	75.96545	6.93665	44.35617	6.41683	7.73596	1.00000	4.69175	131-84-6220	single
5755	6.11359	Patricia Mueller	85.32052	Y	7.64960	5.35468	64.50440	5.21613	89.49520	5.64247	71.84548	6.69813	8.02999	1.00000	7.82599	591-40-0981	single
5756	5.95031	Ronnie Martin	68.28358	no	6.59322	3.78269	66.37931	5.78552	86.30074	10.61302	47.13059	7.89137	6.13815	1.00000	8.76581	725-69-3475	widowed
5757	5.92450	Alexa Schultz	24.12473	yes	6.45661	3.25099	48.35988	10.07795	89.38103	6.18700	60.05389	7.36365	7.22203	0.00000	5.99869	714-08-0952	married
5758	9.12770	Charlotte Owen	58.34671	no	6.66443	2.27175	56.02757	5.86524	13.36434	6.83710	43.12997	6.66206	8.73832	1.00000	6.77981	619-17-4499	married
5759	7.80714	George Newton	31.14384	yes	7.87627	6.66748	59.53436	5.71467	54.00037	8.53313	47.44741	5.92774	7.72792	0.00000	5.15084	354-50-8579	single
5760	9.56366	Susan Johnson PhD	42.63743	no	7.25370	4.99812	60.49788	7.56481	12.74814	5.42814	55.78960	8.58436	7.74261	0.00000	5.57225	283-82-1333	married
5761	7.72333	David Romero	34.80560	no	6.28011	1.93926	66.65010	6.10192	53.82864	6.33102	51.59875	8.07994	6.33628	0.00000	5.77472	844-23-4444	married
5762	6.84410	Amanda Schwartz	116.34537	no	7.50009	6.32197	44.57997	6.99435	83.27000	8.53800	38.08699	7.55989	5.79359	0.00000	4.12235	474-43-6613	married
5763	4.29835	Justin Hurst	60.09595	no	7.90341	5.31565	48.65127	5.43108	36.75871	3.90618	65.65764	7.27337	7.16067	1.00000	8.32115	206-30-8838	single
5764	8.08317	Julie Little	97.35074	no	8.15559	7.50086	60.01393	5.41366	46.39122	5.71598	55.20390	7.25701	7.14093	0.00000	7.13999	733-38-2601	married
5765	4.69623	Nancy Flores	33.87925	yes	8.04718	6.12825	48.14914	5.57836	49.15953	9.48818	56.12827	7.87355	6.00073	1.00000	9.13841	358-02-0720	married
5766	7.60157	Marissa Dixon	10.90364	Y	6.88337	3.35961	52.06376	6.28177	60.77350	7.07915	72.31306	8.55953	6.73621	1.00000	7.22386	108-74-0817	married
5767	6.60587	Mrs. Natalie Brooks	81.89404	Y	8.01140	7.67230	36.62696	8.51212	77.27508	7.35380	80.56933	6.41988	6.71170	0.00000	4.99976	001-05-2519	nop
5768	3.55034	Kelly Miller	67.50818	no	7.65053	7.21694	65.26158	5.67449	9.43690	9.61807	76.36362	7.23390	5.91509	1.00000	9.56450	230-17-6634	married
5769	5.00657	Colin Hess	24.84211	Y	6.76859	3.74840	61.41107	6.58150	63.68681	5.37113	40.81503	7.01188	7.62437	1.00000	6.42040	020-31-9612	divoced
5770	8.69727	Jeffrey Garcia	9.56385	Y	6.49555	3.83258	41.88039	3.88286	25.73837	4.70861	55.66769	6.63201	5.48002	0.00000	5.27565	021-18-6930	separated
5771	6.14171	David Garcia	12.07643	no	7.99034	7.45479	67.44347	5.35404	84.98825	5.58556	60.24311	6.43838	8.42382	1.00000	7.70420	536-95-8182	divoced
5772	4.49306	Jeffery White	10.23064	no	7.95283	5.87239	62.34386	6.44108	40.32803	5.19689	78.09925	9.18408	6.55557	1.00000	7.18475	705-34-6965	widowed
5773	6.07688	Bryan Parker	71.82990	no	6.88752	4.21925	58.50341	5.29000	88.12364	10.48204	53.54627	7.86379	7.37093	0.00000	5.06702	884-43-0766	single
5774	5.08223	John West	-20.53719	yes	6.18000	3.28155	67.11082	5.81730	57.83917	9.71681	25.02056	6.92925	7.84578	0.00000	7.02306	761-26-8189	divoced
5775	5.24857	Tara Jackson	61.13258	no	9.20202	17.87251	90.87570	5.80320	66.28890	5.99248	39.23780	5.48668	4.91290	1.00000	6.04719	323-52-1834	divoced
5776	5.74353	Katherine Dixon	61.28597	no	6.61739	3.17864	48.82291	6.90263	74.81181	10.64999	56.40079	8.10178	6.15571	1.00000	8.33306	680-98-0695	nop
5777	4.33971	Caitlin Taylor	53.85230	yes	7.20754	5.03623	44.41641	6.54570	33.20001	9.20764	70.27722	6.32994	6.77869	1.00000	8.77095	015-69-2560	single
5778	8.06749	Lisa Smith	108.86357	no	7.76881	5.92721	38.00594	5.21065	36.73002	7.55118	40.21711	6.82283	7.55523	1.00000	7.62564	318-55-2905	single
5779	5.40315	Jessica Clark	74.05752	no	7.16699	5.24611	56.51458	5.30390	73.80313	5.99979	62.84556	7.67787	6.31371	1.00000	6.97757	280-33-4417	married
5780	6.43071	Christopher Howard	98.80188	no	6.02280	4.38033	76.90479	6.15993	86.47859	5.94114	81.91260	6.80895	7.18542	1.00000	5.17981	523-43-8594	nop
5781	4.60081	Anthony Davis	39.52388	no	8.21595	9.40960	66.11642	7.58339	36.68857	9.37793	46.73992	7.47704	8.32929	0.00000	7.59682	505-73-2639	separated
5782	4.96808	Sheila Mueller	63.63162	no	6.56282	3.85782	58.27756	5.39930	59.44493	9.33674	59.82980	7.72128	6.21039	1.00000	9.08185	865-45-2539	divoced
5783	9.33084	Roy Perez	57.27925	yes	5.75481	1.60186	28.39171	7.28040	6.68473	5.05200	48.71349	7.09676	6.20615	0.00000	6.45002	614-16-2030	married
5784	5.94002	Jeremy Ellis	101.51545	yes	6.29663	4.18411	41.39045	9.41116	86.15814	7.06813	55.58807	6.43946	5.84306	0.00000	6.14785	657-12-9435	divoced
5785	5.55405	Mary Dougherty	44.47786	Y	8.91137	14.26265	29.16023	7.98671	80.03644	8.47688	47.83555	6.58452	6.79528	0.00000	6.40551	210-42-7148	married
5786	6.09353	Peter Curry	56.27882	no	7.82207	7.34603	60.05573	5.79797	90.01015	6.00904	49.11445	8.41300	5.90906	1.00000	5.75241	519-07-0586	divoced
5787	6.10700	Erik Warren	73.56875	no	6.40836	3.63293	51.89793	5.69927	86.46364	6.61544	66.59872	7.59521	7.22786	1.00000	4.13093	813-35-2608	single
5788	7.30744	Elizabeth Jimenez	77.64016	Y	8.49131	10.50009	48.45251	5.43325	64.66931	7.89462	28.29918	6.45678	8.00725	1.00000	7.87795	671-40-5918	married
5789	6.41958	Lori Moore	102.87328	no	6.78793	3.26070	49.83587	6.37276	83.47634	8.49925	54.70080	8.68585	6.86823	0.00000	5.22913	725-41-9570	married
5790	8.21495	William Weaver	93.85733	Y	8.49974	11.77113	53.17734	4.37009	38.83777	6.66449	50.52489	8.42262	5.45740	1.00000	5.91859	705-61-3729	widowed
5791	6.00146	Christopher Brown	14.76503	no	8.00381	6.20986	48.35842	5.97461	89.23111	5.55891	39.05469	7.83814	8.74857	1.00000	6.57339	390-85-5776	single
5792	5.71270	David Garcia	72.65051	no	6.76011	3.41702	58.02772	10.82939	76.46983	10.17556	56.46077	6.25002	7.54460	0.00000	5.60879	712-01-6611	married
5793	5.86658	Luis Lewis	76.27454	yes	7.39299	5.69355	54.59712	5.28660	82.83344	9.48725	51.87984	6.80415	4.89157	1.00000	8.80703	388-19-9842	married
5794	6.03303	Devin Quinn	17.31600	no	9.03838	14.92988	49.44639	7.09637	85.85663	7.73450	65.36217	7.21023	8.91675	0.00000	5.93797	172-98-3681	nop
5795	7.49055	Katherine Carter	-4.51002	Y	6.80495	4.77829	45.58370	5.65154	57.51395	6.25418	36.06133	6.37099	7.21253	0.00000	3.55874	702-63-6996	married
5796	7.71571	Jacqueline Myers	98.73858	Y	7.01510	4.48700	45.41807	5.29507	52.06972	6.73485	55.47831	7.43443	7.61413	1.00000	3.95400	068-86-4837	single
5797	10.04331	Leslie Price	44.22448	Y	6.36069	2.63445	24.87924	7.51144	13.86776	2.42679	55.42170	4.43218	7.43781	0.00000	7.06395	451-55-8445	nop
5798	7.90866	Michael Fuller	97.03958	no	7.48665	4.72711	46.47854	7.36041	35.56610	6.27232	85.63464	7.05555	7.07430	0.00000	5.59169	511-12-0222	separated
5799	5.55987	Rodney Hubbard	71.94799	no	7.92374	7.18268	42.05694	5.60803	77.27074	6.34599	50.17417	5.02446	8.15688	1.00000	5.24959	408-62-0418	divoced
5800	6.12725	Elizabeth Clark	81.86773	yes	8.49304	11.36632	39.94505	5.72360	79.96310	5.91621	30.65654	7.74417	6.12915	1.00000	6.15652	321-87-1931	single
5801	7.00196	Lisa Nichols	66.65081	yes	9.00776	16.87280	43.65011	4.54475	79.14408	6.71588	61.53163	5.90131	7.15741	1.00000	5.99354	853-12-0588	divoced
5802	5.56762	Paul Carter	85.36364	no	5.49305	2.08363	35.95084	5.54764	74.74533	7.70254	38.58144	5.55930	7.64136	1.00000	8.48350	484-11-0423	single
5803	6.87767	Rebecca Hall	60.63919	no	5.78134	2.83134	66.89038	6.14960	70.69999	5.53759	46.38165	7.94690	6.68981	1.00000	6.08056	581-41-3817	divoced
5804	8.80611	Joshua Lee	116.14812	no	6.86575	2.90013	55.78070	4.43126	21.81169	6.85626	50.31399	7.64616	5.00092	1.00000	5.01432	758-44-5909	married
5805	5.10334	Terry Wise	94.25319	no	8.54280	9.65600	40.72965	5.39648	67.69960	9.78316	64.38502	6.11326	4.77381	1.00000	9.11177	596-38-7944	separated
5806	5.58461	Pamela Cox	40.54381	no	7.75081	4.79397	62.72780	7.27641	80.29132	4.68840	57.13398	7.75249	8.63238	1.00000	6.65961	450-43-9453	married
5807	8.08970	Kevin Russell	46.18396	no	6.71764	3.95311	55.06951	5.07118	42.78755	5.64241	61.92191	7.67993	6.68216	1.00000	7.33249	261-43-1283	nop
5808	5.58965	Michael Gonzalez	45.64977	Y	6.37564	2.54924	55.24053	6.77587	79.98241	5.59489	54.22429	7.25264	7.90945	1.00000	5.06665	674-01-3602	nop
5809	6.15736	Mark Richardson DDS	17.94467	N	7.97061	6.82218	54.48676	9.71517	86.62228	7.56727	40.32889	7.13925	7.89568	0.00000	5.61146	332-32-7188	married
5810	7.29292	Autumn Phelps	116.41662	N	6.82393	4.34867	62.90783	6.73235	64.73733	7.93184	67.77077	7.70682	7.90105	0.00000	7.50318	502-75-9113	single
5811	3.01436	Jason Morales	88.88273	yes	7.19658	3.56511	48.21210	5.57074	14.59948	8.51131	70.00765	5.94314	7.74585	1.00000	9.61108	839-31-8233	married
5812	4.97603	Cheryl Brown	98.03103	no	7.64505		61.36636	6.01644	57.06462	6.99764	67.30059	7.30126	8.44447	1.00000	8.36160	717-40-4488	nop
5813	5.94597	Melanie Mercado	44.07713	no	8.84870	12.73860	45.94745	5.89812	84.43833	4.48911	37.75679	6.16311	6.73797	1.00000	7.57728	039-29-7631	single
5814	7.36110	Kelly White	90.21596	no	6.86888	4.02369	52.39308	6.78905	67.52888	7.32644	45.96236	7.50267	7.04140	1.00000	7.14495	745-83-0108	married
5815	8.11137	Troy Carrillo	6.63463	N	7.58457	6.48618	73.57782	4.07624	38.83342	7.62800	61.82455	7.63014	7.53707	1.00000	3.70393	058-78-7526	divoced
5816	4.87184	John Nunez	75.78150	yes	6.80923	3.99549	58.46114	8.04577	56.51748	8.85958		6.05630	8.20849	0.00000	7.63982	424-46-0118	single
5817	5.54862	Matthew Dillon	62.18899	no	7.35418	4.67943	55.82711	8.17772	81.80050	8.93972	58.12780	6.71765	5.95018	0.00000	6.49467	789-11-6211	nop
5818	5.00706	Paul Hickman	43.88440	no	9.41268	23.47415	43.13426	5.22545	61.53441	10.91340	36.55482	7.68875	5.54790	1.00000	9.44553	104-43-1027	divoced
5819	6.91018	John Allen	-37.25778	yes	6.96699	3.32695	24.86384	7.31779	77.68512	8.61268	60.60991	7.76806	7.66782	0.00000	4.04992	267-31-0757	single
5820	7.44692	Kaitlyn Mann	56.01827	no	8.46240	9.86109	35.26880	4.73700	64.73861	6.62379	32.98555	6.60191	6.74636	1.00000	5.56395	179-31-0426	married
5821	7.59963	Ryan Ware	79.14234	yes	8.33742	9.19105	46.97149	5.63407	67.01911	6.46374	55.30335	5.53962	8.07282	1.00000	4.17422	620-24-7391	nop
5822	4.69678	Derrick Avila	22.26007	Y	6.21173	2.40076	63.49568	7.64665	44.48167	9.41477	37.22428	7.10250	10.10968	0.00000	7.91861	048-66-7135	nop
5823	5.23507	Lee Smith	69.53867	no	6.75142	3.25302	56.71088	4.73172	70.10884	6.38652	45.48496	8.19525	6.08041	1.00000	8.72640	747-09-6787	single
5824	4.24076	Carla Jackson	61.28700	no	7.44202	6.53087	62.00419	5.92729	34.37219	10.71849	63.96633	6.11276	8.49126	1.00000	9.37460	282-09-9096	married
5825	4.62757	Luis Lewis	68.61940	no	7.84900	7.56827	29.94498	6.86074	45.55506	5.35383	52.99326	7.79585	6.67161	1.00000	5.89715	388-19-9842	single
5826	6.41984	Jennifer Miller DVM	14.45038	Y	8.45425	9.63264	50.37320	4.35486	88.97628	8.41260	85.91949	6.73110	5.74794	1.00000	8.82394	711-74-2552	married
5827	7.33370	Nicole Moon	60.39363	no	7.88796	6.59608	34.18416	7.34529	66.20589	5.88273	39.71203	6.47702	6.43862	0.00000	5.83939	079-52-2200	married
5828	9.36891	Derek Durham	52.11556	no	9.36037	19.36867	39.79885	6.03425	11.27424	5.61809	44.34257	6.79561	6.04764	0.00000	5.06013	673-32-1514	single
5829	7.74355	Dr. Christine Gonzalez DVM	85.13506	yes	5.92675	2.12900	53.19926	7.45101	55.79555	7.33337	53.70280	6.52862	7.45014	0.00000	5.43746	866-61-4141	single
5830	6.62397	Colleen Torres	105.58244	no	8.28016	9.84131	33.38709	4.76807	80.52933	6.36806	58.72421	6.94894	8.72265	1.00000	6.55764	480-29-1299	nop
5831	7.92638	Derek Lopez	62.09876	no	7.40307	5.07375	40.19794	6.91185	42.84895	6.50296	61.35992	4.67054	8.40792	0.00000	5.01832	419-14-6254	married
5832	7.17569	Gregory Wilson	93.09552	no	6.71549	2.68068	20.53143	4.87208	76.16949	7.83319	52.62147	8.26455	5.46326	0.00000	4.37665	015-10-9347	married
5833	5.88992	Kristina Rodriguez	86.17917	yes	7.86168	6.55590	49.65393	5.92260	84.75020	6.05893	64.31539	7.06112	6.70640	1.00000	5.43043	479-58-7844	widowed
5834	6.29661	Melissa Wise	64.87459	yes	6.80681	5.01183	51.60814	5.61024	84.37647	6.57797	59.89342	7.02100	7.92367	1.00000	4.55226	726-95-4781	nop
5835	4.88529	Tina Jones	39.40042	no	8.55238	11.43487	45.76632	6.09127	53.29260	8.78750	70.83866	7.90539	7.84943	1.00000	8.69108	320-51-2849	divoced
5836	4.54895	Steven Winters	40.24961	yes	6.28458	2.91332	49.83821	5.56583	44.92630	6.01657	64.32874	4.95301	7.83435	1.00000	6.64659	720-93-4817	separated
5837	5.85878	Erica Jones	52.99985	no	6.64437	1.49039	57.63791	6.23816	82.88621	5.58502		8.04221	6.17205	1.00000	6.11367	656-19-3708	divoced
5838	8.91039	Kyle Nguyen	60.07613	no	6.70273	3.31901	63.19616	6.36470	17.18492	6.40259	51.59498	7.24815	7.01811	0.00000	7.37225	461-92-1787	married
5839	8.04090	Luke Morrison V	62.62447	no	8.05200	5.61939	57.33793	4.12182	43.15162	4.62229	46.18918	8.20293	8.31801	0.00000	6.28874	720-09-9144	divoced
5840	8.74940	Terry Smith	45.13360	N	6.81961	3.55440	54.01675	5.78610	13.29764	7.20748	51.95094	7.28272	7.52580	0.00000	4.28518	441-95-8182	married
5841	4.56836	Heather Lane	69.59625	yes	7.32729	4.64052	45.47774	7.07509	45.23079	5.33727	53.57982	6.21563	6.35661	1.00000	5.61420	477-91-8073	married
5842	6.84653	David Hernandez	91.22866	yes	8.08140	7.11046	56.28006	5.15414	79.38640	7.44153	66.79421	6.16966	7.39260	1.00000	8.09929	050-17-2932	divoced
5843	5.56595	Theresa Bishop	79.35193	Y	7.11532	4.85593	65.27807	7.10118	74.96013	5.07350	29.11580	6.39224	8.36650	1.00000	5.95282	832-46-4576	divoced
5844	5.27786	Jessica Howe	77.76639	no	5.40369	2.22532	55.26394	6.72767	74.24174	9.19978	57.46663	8.58312	6.37332	0.00000	4.84590	766-22-7127	divoced
5845	6.25102	Edward Tran	193.14057	yes	7.97352	5.23131	58.41474	8.63574	82.73691	7.84308	69.90107	8.10486	9.11277	0.00000	5.37244	243-19-9215	separated
5846	6.04034	Sean Castillo	101.85774	yes	8.23880	9.03332	60.20043	6.06253	84.48044	6.15734	94.75713	6.85974	5.87707	1.00000	4.80426	196-10-1767	married
5847	5.76042	Cassandra Hinton	60.37097	no	6.78720	3.65187	60.28742	6.13993	81.68036	10.03939	80.24253	5.73073	8.59120	1.00000	8.56000	824-60-6779	married
5848	5.75813	Bobby Campbell	71.70872	Y	7.84637	6.43578	43.35645	5.12961	80.92934	8.80489	51.40709	8.00862	8.22651	1.00000	8.79840	759-52-7540	divoced
5849	6.18180	Steven Foster	-9.16845	yes	6.93813	5.99368	64.24344	4.39244	84.78791	13.27740	40.35855	7.63610	7.74020	1.00000	9.80056	606-19-8546	separated
5850	4.56965	Sean Ford	10.08846	Y	6.12026	1.14602	55.88778	6.55521	47.45875	5.17476	65.06330	7.54555	6.01612	1.00000	7.23818	111-86-3004	divoced
5851	7.31647	Kevin Martinez	22.70906	yes	6.86126	4.16801	55.87169	6.54166	69.80719	6.17655	37.39370	7.03803	7.22444	1.00000	7.05301	522-28-1525	divoced
5852	8.44919	James Perez	28.95911	yes	7.13491	4.66705	58.13082	4.26033	31.62321	6.17231	48.66015	8.00507	8.08962	0.00000	5.82090	236-94-8705	divoced
5853	6.96548	Jean Gibson	51.95998	yes	6.96047	3.89862	42.58387	4.96995	78.03684	6.96639	72.81890	6.51015	6.32687	1.00000	4.18854	365-05-4960	separated
5854	7.14844	Joshua Nelson	34.92652	Y	7.47170	5.41079	34.00382	4.73795	72.65872	7.46786	46.47736	8.71955	7.45526	1.00000	8.19303	830-95-0923	separated
5855	8.56938	Connor Cooper	110.35232	no	7.03726	5.15315	53.72855	4.15997	22.41473	7.00374	39.60081	7.44958	5.07656	1.00000	5.33073	194-63-9770	single
5856	7.04976	Leslie Smith	49.68942	no	8.05618	7.48876	56.34480	5.56626	74.34017	6.43594	36.95240	7.18431	8.11231	1.00000	4.45935	713-73-6065	divoced
5857	7.41199	Allison Luna	133.50752	no	7.09260	4.38941	49.04873	7.45377	61.79027	6.73348	54.59804	6.40696	8.76561	0.00000	3.69498	588-59-4042	divoced
5858	5.20903	David Bell	78.89022	no	6.85005	4.44779	49.84121	4.74847	65.70370	7.92091	38.94691	7.11947	6.29067	1.00000	9.02849	281-54-6924	widowed
5859	6.63218	Lacey Gonzalez	48.38236	no	7.85885	6.41937	29.07369	3.60365	75.66347	6.88685	60.26515	7.15274	6.84908	0.00000	6.01399	554-45-6925	separated
5860	6.64510	Jonathan Smith	47.94382	Y	7.67091	6.18129	88.93929	5.20396	88.66300	7.06237	59.93242	5.88235	4.24911	1.00000	3.69839	387-22-4859	divoced
5861	6.30591	Juan Rich	44.15118	yes	5.64560	1.97510	50.34543	9.41249	86.41175	7.20918	47.93813	7.00158	5.60022	0.00000	5.50615	162-41-4032	widowed
5862	5.50278	Sherry Cook	92.94688	no	6.25844	3.35890	44.05085	8.19336	73.59169	7.97475	67.82314	5.45834	6.51736	0.00000	6.95482	751-43-4923	separated
5863	7.84449	John Mcdowell	68.28803	no	7.09338	4.49212	67.59917	5.66552	46.03201	6.44855	26.25248	5.94799	7.06219	0.00000	6.50241	096-63-1273	single
5864	4.56532	Jon Jones	43.80613	yes	6.52509	4.33357	47.02306	6.44920	48.52605	5.59691	34.59874	6.12713	8.95770	1.00000	6.09350	425-03-8064	divoced
5865	5.91541	Sheryl Foster MD	111.77294	N	5.75402	3.05632	36.74620	9.87325	81.49041	6.88867	42.88873	7.71462	6.41828	0.00000	6.05939	375-88-0758	married
5866	7.05186	Amanda Delacruz	43.71513	yes	5.37473	2.12608	62.77875	4.11231	73.09561	9.12361	28.21668	7.95196	8.60917	1.00000	8.81829	279-19-8670	nop
5867	10.03873	Kathy Lester	38.54054	yes	8.53133	10.91184	40.80840	6.31287	19.33684	4.20188	56.30452	8.03749	7.49188	0.00000	6.63902	604-35-3772	single
5868	2.74694	Sean Prince	55.93100	yes	6.07606	4.14550	51.79555	6.71517	3.77711	5.22587	58.46661	5.55290	7.58256	1.00000	7.21600	055-81-7159	divoced
5869	5.72846	Angel Shaw	121.18780	Y	6.23977	3.38061	67.49333	5.87133	82.12322	6.28198	47.78413	6.18233	6.12345	1.00000	4.79194	361-27-3719	nop
5870	4.77617	Sean Foley	71.67345	no	6.43278	3.19282	31.69225	8.02108	45.70099	9.05279	43.19927	6.89646	7.23298	0.00000	7.09782	358-69-5175	married
5871	6.75921	Dawn Hicks	73.83285	no	6.57272	4.02700	51.48654	5.86416	78.21722	10.45886	44.75032	7.76712	7.82149	1.00000	8.38015	189-85-3778	nop
5872	8.52088	Molly Kaiser	83.97326	no	6.80359	4.05220	40.86568	4.67252	29.49577	6.96408	61.97563	5.61259	7.63190	1.00000	4.28802	559-56-6733	single
5873	6.48539	Michael Smith	14.02442	yes	5.87418	2.10930	70.71820	6.46088	83.87037	9.26258	36.19256	6.69353	6.71840	0.00000	4.65752	406-55-2240	divoced
5874	6.65810	Mark Brown	111.76644	no	6.87946	4.59042	31.62417	4.68923	87.50562	10.69907	76.97060	6.35872	5.49176	1.00000	8.99296	206-69-9774	divoced
5875	6.98238	Christopher Garcia	76.92368	Y	8.27835	8.68259	44.42194	8.61604	78.60048	4.91528	46.97166	5.47312	6.13768	0.00000	4.75274	058-26-5573	married
5876	6.58624	Felicia Martinez	124.43859	yes	6.58997	4.83975	59.50842	6.40432	83.30863	5.17236	37.52253	6.92124	5.17371	1.00000	7.21469	722-07-7392	single
5877	6.95269	Amy White	203.25997	yes	5.82121	3.66084	67.36243	5.42757	71.72183	6.02718	52.57521	6.37876	8.45661	1.00000	6.08044	625-27-0573	married
5878	8.38038	Kevin Thomas	83.03187	no	7.86725	4.80440	47.16988	3.36149	26.91273	7.95024	25.98349	6.82195	7.60207	1.00000	4.14541	559-63-4860	divoced
5879	8.23936	Hayley Wood	53.37872	no	5.25288	1.63255	46.40879	4.89352	31.24998	6.04014	69.42031	8.25675	6.91291	0.00000	6.51407	026-07-4481	divoced
5880	5.94112	Marie Hines	42.91400	no	6.30486	2.39645	48.62416	5.75128	85.95920	6.07220	52.30230	6.44354	8.59158	1.00000	5.67051	554-44-0976	divoced
5881	6.96654	Kevin Martinez	95.12654	no	8.10606	7.71028	60.06048	6.56716	81.17992	7.19776	42.54989	7.18137	6.04339	1.00000	7.36035	813-28-1218	married
5882	4.47788	Kelly White	54.75483	Y	7.16330	3.54211	64.03622	7.17118	46.65474	8.53011	50.46336	6.52347	6.97933	1.00000	8.31297	877-33-5773	married
5883	7.29489	Sara Brown	61.78753	no	7.92981	6.73791	49.39060	5.19415	65.41722	5.90029	20.56414	7.83741	7.00916	1.00000	6.78012	799-79-7081	divoced
5884	5.86643	Johnny Dawson	11.41340	no	7.40724	5.10637	57.71872	5.84700	78.17144	8.84616	54.61578	6.94964	8.52801	1.00000	8.42950	004-66-8319	single
5885	6.25750	Jessica Murphy	56.11808	no	6.49047	2.29236	53.63583	6.91452	81.80570	7.04065	54.32584	4.99195	7.08890	1.00000	7.45816	239-16-4232	nop
5886	7.14119	Carl Estrada	63.41481	no	6.59213	1.94706	41.59577	6.06388	78.37320	5.95752	42.90123	6.36175	7.10738	1.00000	4.90747	145-60-0155	divoced
5887	6.69718	Dwayne Miller II	98.51613	no	7.31624	4.12154	58.82318	4.79807	83.24243	7.03532	66.50373	6.70053	7.08803	1.00000	4.65959	492-93-8079	divoced
5888	5.73192	James Newman	56.59260	yes	6.02904	3.10925	61.40591	5.77180	79.13508	5.98563	47.63857	6.79386	7.41451	1.00000	6.04020	037-66-2009	divoced
5889	4.98153	Scott Velazquez	66.80210	no	5.93245	3.27024	46.59013	5.51679	58.44321	11.83152	33.98406	5.53082	8.50649	1.00000	9.49199	610-72-2242	single
5890	4.32922	Pamela Cruz	85.70455	no	6.10803	2.40365	36.35736	7.16963	30.75088	5.42709	30.58657	7.95910	6.34173	1.00000	5.16524	231-07-1985	divoced
5891	5.36269	Ann Hill	78.85240	no	8.23636	6.91086	50.33489	8.16296	68.18174	9.69672	67.59069	6.65438	7.09023	0.00000	6.50113	870-38-0549	separated
5892	6.64246	Matthew Davis	70.88179	yes	5.87395	2.59402	51.01794	6.20003	80.73467	5.93150	46.80215	9.48026	5.16539	1.00000	4.87466	611-43-6371	widowed
5893	5.90761	Sara Franklin	128.74320	no	7.39801	4.72402	41.32044	4.79257	84.78281	7.81436	45.77495	6.57834	9.07824	0.00000	6.13810	223-35-2127	nop
5894	4.34943	Elizabeth Martin	110.46391	no	8.25607	7.31196	53.01562	6.09297	32.74753	8.61771	54.50243	5.58280	5.39509	0.00000	8.76780	708-94-7139	divoced
5895	5.45031	Tom Schneider	42.31202	no	7.53945	5.78798	65.17398	6.03026	80.71635	5.79766	60.76908	6.55677	7.73900	1.00000	5.99960	322-72-0134	single
5896	6.25664	Sarah Sweeney	67.83299	Y	7.62449	6.54313	50.85142	4.73891	86.57164	12.20584	77.33816	8.88843	7.83222	1.00000	9.42075	415-99-1395	divoced
